Date,Trading Symbol,Lot Size,ATR %,Blank Candle %,Supporting1,Supporting2
09-Oct-17,APOLLOTYRE17OCTFUT,3000,3.2239266930883408997111019400,11.73,0.54,243.5
09-Oct-17,JSWSTEEL17OCTFUT,3000,3.2017341750569033760186263100,11.73,-0.12,258.3
09-Oct-17,ARVIND17OCTFUT,2000,2.8624970738469949592865451700,13.33,0.44,387.9
10-Oct-17,JINDALSTEL17OCTFUT,4500,3.9526907075938437203416640300,9.33,0.89,158.8
10-Oct-17,VEDL17OCTFUT,3500,2.6112714606833271604938271600,4.8,0.59,325.3
10-Oct-17,RELINFRA17OCTFUT,1300,3.1571251202115453116815086400,3.73,0.57,479.5
10-Oct-17,RECLTD17OCTFUT,6000,3.3696272815772592836017088400,8,0.49,152.95
10-Oct-17,HINDALCO17OCTFUT,3500,2.747581400859887775551102200,5.87,0.4,250.9
10-Oct-17,BANKBARODA17OCTFUT,3500,2.6481411586252772871776757300,8,0.25,142.25
10-Oct-17,AUROPHARMA17OCTFUT,800,3.2269776611861335893567411900,2.13,0.19,732.9
10-Oct-17,APOLLOTYRE17OCTFUT,3000,3.2684486586506509869802603900,5.6,0.13,239.3
10-Oct-17,SUNPHARMA17OCTFUT,800,2.9696418257800903274369589800,0.27,0.09,532.55
10-Oct-17,DLF17OCTFUT,5000,3.9063083336885235481074833900,7.47,-0.06,173.85
10-Oct-17,JUSTDIAL17OCTFUT,1200,4.17712177625086467529326400,4.27,0.01,415.4
10-Oct-17,TATAMOTORS17OCTFUT,1500,2.623762109551221804511278200,1.07,0,426.9
10-Oct-17,CANBK17OCTFUT,3084,2.5961800685928698695513840300,10.67,0.24,315.7
10-Oct-17,IOC17OCTFUT,1500,3.1680061477762120919451419700,10.93,-0.63,415.35
10-Oct-17,PCJEWELLER17OCTFUT,3000,3.7215337012768422435308025700,10.93,0.09,382.45
10-Oct-17,BPCL17OCTFUT,1800,3.3604373903607272727272727300,11.2,0.16,483.1
10-Oct-17,HINDPETRO17OCTFUT,1575,3.9904709885712045454545454500,11.47,0.23,442
10-Oct-17,GAIL17OCTFUT,2000,3.0109018157058079904591532500,12.8,-0.24,447.35
10-Oct-17,JSWSTEEL17OCTFUT,3000,3.1804666714843512043512043500,13.33,1.42,258.75
10-Oct-17,M&MFIN17OCTFUT,2500,3.2655184650869132290184921800,14.13,0.12,424.05
11-Oct-17,BIOCON17OCTFUT,1800,3.1090573083836575453806556500,3.2,0.77,369.85
11-Oct-17,SUNPHARMA17OCTFUT,800,2.9000758111410091047040971200,6.67,0.68,528.9
11-Oct-17,L&TFH17OCTFUT,4500,3.1329883498191319358816276200,7.73,0.57,203.8
11-Oct-17,RELINFRA17OCTFUT,1300,3.2223359542236944008372579800,3.47,0.51,480.15
11-Oct-17,VEDL17OCTFUT,3500,2.6154150894502087227414330200,1.33,0.47,322.65
11-Oct-17,HINDALCO17OCTFUT,3500,2.6785445460381154532830787500,9.07,0.36,252.8
11-Oct-17,TATAMOTORS17OCTFUT,1500,2.574320462927832861189801700,3.2,0.31,425.2
11-Oct-17,HINDPETRO17OCTFUT,1575,3.8558002236907112587332493400,10.4,0.33,438.45
11-Oct-17,APOLLOTYRE17OCTFUT,3000,3.1230515175181424148606811100,11.47,0.27,242.7
11-Oct-17,AUROPHARMA17OCTFUT,800,3.0877837485567115463076295400,12,0.5,737.65
11-Oct-17,BANKBARODA17OCTFUT,3500,2.5555831445525167666784327600,12.8,0.25,142.35
11-Oct-17,ARVIND17OCTFUT,2000,2.7948026627441735800893426900,13.87,0.71,392.6
11-Oct-17,PCJEWELLER17OCTFUT,3000,4.0726798275524529339013329700,14.4,0.89,365.4
11-Oct-17,DLF17OCTFUT,5000,3.7459320840349782040104620700,14.4,0.49,172.8
11-Oct-17,JSWSTEEL17OCTFUT,3000,3.1276557612016272360069244100,14.67,0.52,260.7
11-Oct-17,JINDALSTEL17OCTFUT,4500,3.9896831967108242811501597400,14.67,0.38,156.7
11-Oct-17,ASHOKLEY17OCTFUT,7000,2.7100869254839462238038750500,17.33,0.43,127
11-Oct-17,JUSTDIAL17OCTFUT,1200,4.1494660588251876967788810900,17.33,0.24,414.3
11-Oct-17,UJJIVAN17OCTFUT,1200,3.4856711656643116732083151600,17.87,0.57,344.55
11-Oct-17,IOC17OCTFUT,1500,3.0898252672701942267439030300,18.13,0.28,412.45
12-Oct-17,SUNPHARMA17OCTFUT,800,2.8617539343958368976333048200,1.6,3.22,527.25
12-Oct-17,JINDALSTEL17OCTFUT,4500,4.2843048129341518151815181500,9.33,1.16,151.75
12-Oct-17,KTKBANK17OCTFUT,3800,2.9372442827425486250838363500,4.8,1.14,149.75
12-Oct-17,TATAGLOBAL17OCTFUT,4500,3.1470009412561413562559694400,4.8,0.76,209.95
12-Oct-17,JUBLFOOD17OCTFUT,500,3.6428814550460188155087031800,2.13,0.72,1496.25
12-Oct-17,HINDPETRO17OCTFUT,1575,3.8457213025564395604395604400,0.53,0.65,454.65
12-Oct-17,RELINFRA17OCTFUT,1300,3.3857116637771937352499463600,4.53,0.58,467.15
12-Oct-17,IOC17OCTFUT,1500,3.0507590486869457067687156200,0.8,0.45,419.05
12-Oct-17,VEDL17OCTFUT,3500,2.8236683669978366305041480500,4.8,0.43,314.7
12-Oct-17,HINDALCO17OCTFUT,3500,2.7416699489838597194388777600,6.13,0.3,249.65
12-Oct-17,BPCL17OCTFUT,1800,3.2037872842823132727086952100,2.4,0.18,491.1
12-Oct-17,DLF17OCTFUT,5000,3.7970905167298708920187793400,9.6,0.18,170.75
12-Oct-17,L&TFH17OCTFUT,4500,3.2370126716759128474830954200,5.6,0.18,199.75
12-Oct-17,BHARTIARTL17OCTFUT,1700,2.6126744094485441704869285100,3.2,-0.09,403.8
12-Oct-17,AUROPHARMA17OCTFUT,800,3.0758694008381505258844420200,7.73,0.07,732.95
12-Oct-17,BANKBARODA17OCTFUT,3500,2.7190160076132178932178932200,9.07,0,138.75
12-Oct-17,BIOCON17OCTFUT,1800,3.1267142027525510481894908800,9.33,0,365.45
12-Oct-17,TATAMOTORS17OCTFUT,1500,2.6227037439322984356197352600,4.53,0,416.75
12-Oct-17,MOTHERSUMI17OCTFUT,3750,2.7209930936576651043885811700,10.4,0.47,352.45
12-Oct-17,INDIACEM17OCTFUT,3500,3.8786553961611731528482797500,11.47,1.1,177.45
13-Oct-17,INFRATEL17OCTFUT,1700,3.0411555926085185185185185200,6.67,0.68,432.9
13-Oct-17,CANBK17OCTFUT,3084,2.7171319567065568911575827400,4.8,0.51,304.85
13-Oct-17,AUROPHARMA17OCTFUT,800,2.9607928885035073627844712200,5.33,0.4,748.6
13-Oct-17,BANKBARODA17OCTFUT,3500,2.6700639250647203175748827100,8.53,0.32,139.1
13-Oct-17,SUNPHARMA17OCTFUT,800,2.841724276036048558984338800,0.8,0.32,539.9
13-Oct-17,VEDL17OCTFUT,3500,2.7507689762575336463223787200,1.6,0.28,320.95
13-Oct-17,TATAMOTORS17OCTFUT,1500,2.6200734712478162560990122600,3.2,0.2,421.8
13-Oct-17,JINDALSTEL17OCTFUT,4500,4.2574159635755844155844155800,2.13,0.15,162.25
13-Oct-17,HINDALCO17OCTFUT,3500,2.8313768649360862166761202500,0.8,0.09,264.4
13-Oct-17,RELINFRA17OCTFUT,1300,3.3366140529691018478727975900,5.87,0.08,467.35
13-Oct-17,HINDPETRO17OCTFUT,1575,3.6892146489531010300241069500,7.73,0.03,458.25
13-Oct-17,BHARTIARTL17OCTFUT,1700,2.6084558039405371642723297900,10.13,7.43,402.05
13-Oct-17,PNB17OCTFUT,3500,3.0355663038324887892376681600,11.73,0,134.25
13-Oct-17,TATAGLOBAL17OCTFUT,4500,3.0514709695475141509433962300,14.13,-0.47,212.8
13-Oct-17,BANKINDIA17OCTFUT,6000,3.2453114775737915407854984900,14.13,0.23,133.3
13-Oct-17,JSWSTEEL17OCTFUT,3000,3.219529505786242436072613700,14.4,1.35,256.85
13-Oct-17,DLF17OCTFUT,5000,3.6618517482012496384148105300,15.2,0.67,173.2
13-Oct-17,IOC17OCTFUT,1500,2.981060919207929621595565200,15.2,0.27,416.65
13-Oct-17,NATIONALUM17OCTFUT,8000,4.078720277695930434782608700,16,0.99,86.65
13-Oct-17,APOLLOTYRE17OCTFUT,3000,3.0612983209331628865979381400,18.67,1.61,242.4
16-Oct-17,JINDALSTEL17OCTFUT,4500,4.1805428484411435597909621900,4.27,0.8,163.2
16-Oct-17,VEDL17OCTFUT,3500,2.6503064358662912258867454900,4,0.78,322.7
16-Oct-17,JSWSTEEL17OCTFUT,3000,3.2110867624971422948238535700,8.8,0.73,254.2
16-Oct-17,HINDALCO17OCTFUT,3500,2.7727062442195123780945236300,1.87,0.69,266.65
16-Oct-17,SUNPHARMA17OCTFUT,800,2.7976007703356648587993267300,3.2,0.69,536.8
16-Oct-17,BANKBARODA17OCTFUT,3500,2.6509626147879613041920458600,7.2,0.68,140.05
16-Oct-17,RELINFRA17OCTFUT,1300,3.27189761398618605655083100,4,0.37,465.4
16-Oct-17,TATAMOTORS17OCTFUT,1500,2.5811659757430320150659133700,2.13,0.35,425.9
16-Oct-17,PNB17OCTFUT,3500,3.0238434318163259259259259300,6.93,0.33,135.4
16-Oct-17,BHARTIARTL17OCTFUT,1700,2.8590404658496634950104432600,0.27,0.3,432.2
16-Oct-17,L&TFH17OCTFUT,4500,3.0119635976534310850439882700,7.73,0.2,205.2
16-Oct-17,CANBK17OCTFUT,3084,2.7172360871860518638573743900,3.47,0.03,309.05
16-Oct-17,INFRATEL17OCTFUT,1700,3.0763942169385042782531392400,10.4,1.33,450.3
16-Oct-17,HAVELLS17OCTFUT,2000,2.6057638733246350027721308400,10.4,0.69,540.85
16-Oct-17,KTKBANK17OCTFUT,3800,3.2100369687954665035178953800,11.2,0.43,164.25
16-Oct-17,PCJEWELLER17OCTFUT,3000,3.8300763159312441408865675600,11.47,0.98,374.85
16-Oct-17,DLF17OCTFUT,5000,3.5449403829144261347210176400,11.73,0.23,173.4
16-Oct-17,PFC17OCTFUT,6000,3.1034963219271059013742926400,12.53,0.57,124.25
16-Oct-17,GAIL17OCTFUT,2000,2.970096120962006688963210700,13.87,-0.23,439.15
16-Oct-17,HINDZINC17OCTFUT,3200,2.5227545924011334894613583100,15.2,0.55,321.25
17-Oct-17,IDEA17OCTFUT,7000,3.6456390172159085439229843600,9.87,0.96,83.2
17-Oct-17,INFRATEL17OCTFUT,1700,3.094213948175206786850477200,4.27,-0.74,471.4
17-Oct-17,BHARTIARTL17OCTFUT,1700,2.9475098651620560335318773400,0.27,0.6,454.8
17-Oct-17,RELINFRA17OCTFUT,1300,3.2213247268532622879512831700,6.67,0.42,461.75
17-Oct-17,TATAMOTORS17OCTFUT,1500,2.5453496400332685047477405300,1.33,-0.3,438.2
17-Oct-17,VEDL17OCTFUT,3500,2.6686648497857040572792362800,0.27,0.24,335.5
17-Oct-17,CANBK17OCTFUT,3084,2.6718961600906138356609288700,9.87,0.19,308.55
17-Oct-17,SUNPHARMA17OCTFUT,800,2.7448284809783921890683456500,1.87,-0.19,550.2
17-Oct-17,HINDALCO17OCTFUT,3500,2.6949272047211974944731024300,4,0.18,272.45
17-Oct-17,JINDALSTEL17OCTFUT,4500,4.2048033627579343863912515200,7.2,-0.12,165.35
17-Oct-17,HINDPETRO17OCTFUT,1575,3.4226464622881746117928113800,6.4,-0.1,462.5
17-Oct-17,BPCL17OCTFUT,1800,2.9236800565481942215088282500,6.67,-0.08,499.25
17-Oct-17,PNB17OCTFUT,3500,3.0641151273155024280911468100,9.33,-0.04,134.3
17-Oct-17,KTKBANK17OCTFUT,3800,3.3644761513165293383270911400,4.8,0,160.95
17-Oct-17,IOC17OCTFUT,1500,2.8030423047205048844182222700,10.13,-0.37,415.15
17-Oct-17,DLF17OCTFUT,5000,3.4610609885099624168834923400,12.27,0.2,173.7
17-Oct-17,BANKBARODA17OCTFUT,3500,2.6510460742199348769898697500,12.8,0.07,138.8
17-Oct-17,UJJIVAN17OCTFUT,1200,3.5283170646841024157384637600,13.6,-0.03,346
17-Oct-17,APOLLOTYRE17OCTFUT,3000,2.9615342797871920775737569600,13.6,0,242.9
17-Oct-17,JSWSTEEL17OCTFUT,3000,3.1257120365723540706605222700,13.87,0.23,260.7
18-Oct-17,JINDALSTEL17OCTFUT,4500,4.1808073369449211746522411100,9.6,0.68,162.5
18-Oct-17,INFRATEL17OCTFUT,1700,3.0625424119046953255425709500,5.33,-0.52,479.25
18-Oct-17,BHARTIARTL17OCTFUT,1700,2.908708938302006653074364200,2.4,0.44,467.7
18-Oct-17,SUNPHARMA17OCTFUT,800,2.675617926408114035087719300,0.8,0.39,548.4
18-Oct-17,DLF17OCTFUT,5000,3.3972733937664223776223776200,4.8,0.28,179.25
18-Oct-17,BPCL17OCTFUT,1800,2.9237456441716821062896148200,8.27,0.2,512.45
18-Oct-17,HINDALCO17OCTFUT,3500,2.673273628613862567811934900,5.07,0.18,276.45
18-Oct-17,HINDPETRO17OCTFUT,1575,3.3647057468266355140186915900,6.13,-0.17,471.65
18-Oct-17,RELINFRA17OCTFUT,1300,3.1085742849863242306025140900,8.8,0.17,463.25
18-Oct-17,VEDL17OCTFUT,3500,2.5879583071094481830417227500,0.53,-0.1,334.45
18-Oct-17,TATAMOTORS17OCTFUT,1500,2.502690945907541059449456400,1.6,-0.01,433.25
18-Oct-17,BANKBARODA17OCTFUT,3500,2.5757760419022924901185770800,10.13,-0.5,139.5
18-Oct-17,IOC17OCTFUT,1500,2.7629069498253636143996134300,11.2,0.37,415.25
18-Oct-17,L&TFH17OCTFUT,4500,2.8397198382327926177756192300,11.2,-0.02,206.25
18-Oct-17,CANBK17OCTFUT,3084,2.5871573360887338082901554400,11.47,-0.63,309.25
18-Oct-17,BIOCON17OCTFUT,1800,2.9572903590517802539518009800,12,0.09,386.85
18-Oct-17,PNB17OCTFUT,3500,3.0169608183942187500,12.27,-0.97,134.85
18-Oct-17,KTKBANK17OCTFUT,3800,3.4892176730718509079324625700,12.53,-0.22,157.5
18-Oct-17,PFC17OCTFUT,6000,3.0689658471246489859594383800,13.6,0.16,128.7
18-Oct-17,JSWSTEEL17OCTFUT,3000,3.0317443498166878001921229600,14.67,1.04,260.45
23-Oct-17,GRANULES17OCTFUT,5000,3.3522365994383087719298245600,3.33,0.94,142.95
23-Oct-17,NBCC17OCTFUT,3000,2.7710896312940867489056904100,5,0.91,253.85
23-Oct-17,ASHOKLEY17OCTFUT,7000,2.5830357757578560490045941800,0,-0.81,129.35
23-Oct-17,TORNTPOWER17OCTFUT,3000,3.0594978313994454713493530500,10,0.73,245.1
23-Oct-17,RECLTD17OCTFUT,6000,3.051756805189370103415857100,1.67,-0.7,157.2
23-Oct-17,GSFC17OCTFUT,4500,3.7145057465483211678832116800,3.33,0.65,137.65
23-Oct-17,ADANIENT17OCTFUT,8000,3.7706008196205872756933115800,0,0.64,125.7
23-Oct-17,BIOCON17OCTFUT,1800,2.9330289556938062827225130900,10,0.53,375.85
23-Oct-17,MANAPPURAM17OCTFUT,6000,3.5698640464447903614457831300,5,0.49,102.05
23-Oct-17,KTKBANK17OCTFUT,3800,3.4356562002919272955186461900,5,0.48,157.3
23-Oct-17,TATAGLOBAL17OCTFUT,4500,2.9440372126433413926499032900,3.33,0.44,204.8
23-Oct-17,ARVIND17OCTFUT,2000,2.8113373999955761059735066200,3.33,0.38,394.25
23-Oct-17,IDEA17OCTFUT,7000,3.9714233068985231116121758700,1.67,0.38,91.3
23-Oct-17,IOC17OCTFUT,1500,2.7100467817024489795918367300,10,0.38,410.3
23-Oct-17,DLF17OCTFUT,5000,3.3399071322431791421362489500,1.67,0.37,175.15
23-Oct-17,AXISBANK17OCTFUT,1200,3.1474124215576533907427341200,0,-0.36,460.5
23-Oct-17,BPCL17OCTFUT,1800,2.8696536940436137071651090300,1.67,0.35,507.55
23-Oct-17,JSWSTEEL17OCTFUT,3000,2.9778189996360657004830917900,8.33,0.35,254.45
23-Oct-17,GAIL17OCTFUT,2000,2.7995506660402498476538695900,8.33,0.29,433.7
23-Oct-17,HINDALCO17OCTFUT,3500,2.6293606619370577551761714500,1.67,0.27,274
24-Oct-17,IDEA17OCTFUT,7000,3.8930846735422618441161487500,0.8,0.97,98.2
24-Oct-17,HINDALCO17OCTFUT,3500,2.587007594454450165502022800,2.4,-0.85,272.65
24-Oct-17,HAVELLS17OCTFUT,2000,2.5566110359629698033059377600,1.33,-0.84,541.95
24-Oct-17,BHARTIARTL17OCTFUT,1700,2.9327319327125565497134814500,0,-0.74,497.2
24-Oct-17,SUNPHARMA17OCTFUT,800,2.5592735930064211695040710600,0.8,-0.54,539.65
24-Oct-17,BANKBARODA17OCTFUT,3500,2.6384734649898332124728063800,8.27,0.51,138.1
24-Oct-17,YESBANK17OCTFUT,1750,2.6513854787596609211641706700,0.53,0.51,354.75
24-Oct-17,HINDPETRO17OCTFUT,1575,3.2138756999301677194510999800,4.8,0.41,460.5
24-Oct-17,AXISBANK17OCTFUT,1200,3.1198868687263251472385820600,0.27,0.38,450.9
24-Oct-17,IOC17OCTFUT,1500,2.6830172579247490481135340900,6.93,0.38,405
24-Oct-17,PNB17OCTFUT,3500,2.961126971668961832061068700,7.47,0.38,131.3
24-Oct-17,L&TFH17OCTFUT,4500,2.6358814849062309160305343500,6.67,0.19,210.05
24-Oct-17,RELINFRA17OCTFUT,1300,3.0615881869928404005966332800,7.2,0.19,469.45
24-Oct-17,DLF17OCTFUT,5000,3.2868200976832310267857142900,5.07,0.17,179.65
24-Oct-17,PCJEWELLER17OCTFUT,3000,3.9937844210703382480485689500,6.93,-0.16,346.9
24-Oct-17,JINDALSTEL17OCTFUT,4500,4.2030094884690937896070975900,7.73,-0.13,158
24-Oct-17,CANBK17OCTFUT,3084,2.5287670523881676764368757200,9.07,0,306.05
24-Oct-17,TATAMOTORS17OCTFUT,1500,2.5117917012914015375517445300,1.07,0,422.8
24-Oct-17,BPCL17OCTFUT,1800,2.797255076777430080187756700,12,0.43,510.45
24-Oct-17,BIOCON17OCTFUT,1800,3.2604417537434602649006622500,13.87,0.44,363.35
